name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Children's Minnesota Minneapolis,Hospital,"2525 Chicago Ave S, Minneapolis, MN 55404",https://www.childrensmn.org,,,381,,n/a,5,,,0.10,365,1.0,,,Children's Minnesota,Children's Minnesota,,,612-813-6100,south Minneapolis pediatric specialty hospital; 381 beds; family/parent valet demand high,381 beds Wikipedia list of MN hospitals; Children's Minnesota system
Park Nicollet Methodist Hospital,Hospital,"6500 Excelsior Blvd, St. Louis Park, MN 55426",https://www.parknicollet.com,,,361,,n/a,5,,,0.10,365,1.0,,,HealthPartners,HealthPartners / Park Nicollet,,,952-993-5000,St. Louis Park suburban hospital; western corridor near Edina/Uptown; 361 beds,361 beds Wikipedia; HealthPartners system; suburban but within TAM zone
Regions Hospital St. Paul,Hospital,"640 Jackson St, St. Paul, MN 55101",https://www.healthpartners.com/regions-hospital/,,,452,,n/a,5,,,0.10,365,1.0,,,HealthPartners,HealthPartners,,,651-254-3456,downtown St. Paul; Level I trauma; 452 beds; expanding 85 beds per state approval pending,452 beds Wikipedia; HealthPartners; expansion request pending StarTrib Nov 2025
United Hospital St. Paul,Hospital,"333 Smith Ave N, St. Paul, MN 55102",https://www.allinahealth.org/united-hospital,,,365,,n/a,5,,,0.10,365,1.0,,,Allina Health,Allina Health,,,651-241-8000,downtown St. Paul; 365 beds; Allina Health system; near Saint Paul Hotel,365 beds Wikipedia list of MN hospitals; Allina Health
North Memorial Health Hospital,Hospital,"3300 Oakdale Ave N, Robbinsdale, MN 55422",https://northmemorial.com,,,385,,n/a,5,,,0.10,365,1.0,,,North Memorial Health,North Memorial Health,,,763-520-5200,Robbinsdale near NW Minneapolis suburban corridor; 385 beds; Allina-adjacent market,385 beds Wikipedia; North Memorial Health system; Robbinsdale
Residence Inn Minneapolis Downtown City Center,Hotel,"45 S 8th St, Minneapolis, MN 55402",https://www.marriott.com/en-us/hotels/mspri-residence-inn-minneapolis-downtown-city-center/overview/,228,,,,n/a,35,0.55,,0.30,365,1.0,,,Marriott Hotels & Resorts,Marriott International,,,612-340-4000,downtown extended-stay; near convention center; select-service,228 rooms est; Residence Inn brand downtown; TripAdvisor listing
Residence Inn Minneapolis Downtown at The Depot,Hotel,"425 S 2nd St, Minneapolis, MN 55401",https://www.marriott.com/en-us/hotels/msprs-residence-inn-minneapolis-downtown-at-the-depot/overview/,128,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Marriott Hotels & Resorts,White Lodging,,,612-340-1300,Mill District near Stone Arch Bridge; extended-stay adjacent to Renaissance Depot,128 rooms est; TripAdvisor Residence Inn Depot listing; White Lodging management
Hyatt Place Minneapolis Downtown,Hotel,"91 S Portland Ave, Minneapolis, MN 55401",https://www.hyatt.com/hyatt-place/en-US/mspzp-hyatt-place-minneapolis-downtown,218,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Hyatt Hotels Corp,Hyatt,,,612-468-4000,downtown select-service near MCC; limited valet profile; Hyatt Place brand,218 rooms est; Hyatt Place downtown MN; TripAdvisor listing
Hilton Garden Inn Minneapolis University Area,Hotel,"511 Huron Blvd SE, Minneapolis, MN 55414",https://www.hilton.com/en/hotels/mspungi-hilton-garden-inn-minneapolis-university-area/,196,,,,n/a,25,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,Summit Hotel Properties,,,612-504-3000,U of MN / Dinkytown; near hospital campus; valet confirmed TripAdvisor Hotels with Valet list,196 rooms est; valet confirmed TripAdvisor Hotels with Valet Parking Minneapolis list
Hampton Inn & Suites Minneapolis University Area,Hotel,"2812 University Ave SE, Minneapolis, MN 55414",https://www.hilton.com/en/hotels/mspuahx-hampton-inn-suites-minneapolis-university-area/,158,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,White Lodging,,,612-379-6888,U of MN campus southeast; select-service near medical corridor,158 rooms est; TripAdvisor listing U of MN area; select-service
AC Hotel Minneapolis Downtown,Hotel,"615 S Park Ave, Minneapolis, MN 55415",https://www.marriott.com/en-us/hotels/mspac-ac-hotel-minneapolis-downtown/overview/,244,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Marriott Hotels & Resorts,Flaherty & Collins,,,612-333-4600,downtown near US Bank Stadium; European-lifestyle AC brand; limited valet,244 rooms est; AC Hotels Marriott; TripAdvisor listing downtown
Palmer House Hotel Minneapolis,Hotel,"1601 Nicollet Ave, Minneapolis, MN 55403",https://www.thepalmermpls.com,28,,,,n/a,n/a,0.70,,0.40,365,1.0,independent,,Palmer House Management,Independent,,,612-293-5300,downtown boutique micro-hotel; 28 rooms; independent lifestyle property,28 rooms est; TripAdvisor list downtown Minneapolis; boutique independent
Radisson Blu Minneapolis (Airport),Hotel,"2200 Freeway Blvd, Minneapolis, MN 55430",https://www.radissonhotels.com/en-us/hotels/radisson-blu-minneapolis-airport,360,,,,n/a,n/a,0.60,,0.30,365,1.05,,,Radisson Hotel Group,Radisson,,,763-592-6000,Brooklyn Center airport corridor; 360 rooms; event-hotel profile; near MSP,360 rooms est; Radisson Blu Minneapolis Airport; suburban airport zone
Kaiseki Furukawa,Restaurant,"333 N Washington Ave, Minneapolis, MN 55401",https://www.kaisekifurukawa.com,,20,,,n/a,n/a,,1.0,0.10,250,1.0,independent,,Kaiseki Furukawa LLC,Kaiseki Furukawa LLC,,,612-444-1501,North Loop; 10-course kaiseki experience; only kaiseki chef in Midwest; JBA nominated,20 seats est kaiseki counter format; North Loop address near Demi; JBA recognition
Vinai,Restaurant,"2446 University Ave NE, Minneapolis, MN 55418",https://vinairestaurant.com,,120,,,n/a,n/a,,1.5,0.10,300,1.0,independent,,Vinai LLC,Yia Vang / Vinai LLC,,,612-888-1200,Northeast Minneapolis; Hmong open-fire cooking; chef Yia Vang JBA nominated; Michelin prospect,120 seats est; vinairestaurant.com; NE Minneapolis 2446 University Ave NE
Travail Kitchen and Amusements,Restaurant,"4124 W Broadway Ave, Robbinsdale, MN 55422",https://travailkitchen.com,,80,,,n/a,n/a,,1.5,0.075,250,1.0,independent,,Travail LLC,Travail LLC,,,763-535-1131,Robbinsdale suburb north; tasting-menu creative; JBA nominated; suburban valet limited,80 seats est; travailkitchen.com 4124 W Broadway; DeRusha stars list
Khâluna,Restaurant,"500 N 3rd St, Minneapolis, MN 55401",https://khaaluna.com,,160,,,n/a,n/a,,1.5,0.10,310,1.0,independent,,Ann Ahmed Restaurants,Ann Ahmed,,,612-886-0808,North Loop; Ann Ahmed Southeast Asian; Michelin prospect; upscale casual,160 seats est; 500 N 3rd St North Loop; Ann Ahmed restaurant group
Gai Noi,Restaurant,"26 N 4th St, Minneapolis, MN 55401",https://gainoimn.com,,150,,,n/a,n/a,,1.75,0.10,310,1.0,independent,,Ann Ahmed Restaurants,Ann Ahmed,,,612-516-1310,Warehouse District above Loring Park; rooftop Lao restaurant; Ann Ahmed JBA; summer-heavy,150 seats est; Adventurist Magazine listing; Warehouse District address
Joan's in the Park,Restaurant,"4949 Penn Ave S, Minneapolis, MN 55419",https://joansitpark.com,,40,,,n/a,n/a,,1.5,0.10,250,1.0,independent,,Joan's in the Park LLC,Independent,,,612-922-5200,Southwest Minneapolis; 40-seat tasting menu; JBA nominated; neighborhood fine dining,40 seats est; joansitpark.com 4949 Penn Ave S; DeRusha stars list
Hai Hai,Restaurant,"2121 University Ave NE, Minneapolis, MN 55418",https://haihaimpls.com,,120,,,n/a,n/a,,1.75,0.10,310,1.0,independent,,Christina Nguyen / Hai Hai LLC,Christina Nguyen,,,612-545-4485,Northeast Minneapolis; JBA Best Chef Midwest winner Christina Nguyen; SE Asian street food,120 seats est; haihaimpls.com 2121 University Ave NE; JBA winner
801 Chophouse Minneapolis,Restaurant,"801 Hennepin Ave, Minneapolis, MN 55402",https://www.801chophouse.com/minneapolis,,200,,,n/a,20,,1.5,0.125,365,1.0,independent,,801 Restaurant Group,801 Restaurant Group,,,612-821-1500,downtown Hennepin Ave; upscale steakhouse; TripAdvisor top fine dining list,200 seats default; TripAdvisor fine dining list Minneapolis; 801 Restaurant Group
Diane's Place,Restaurant,"117 14th Ave NE, Minneapolis, MN 55413",https://www.dianesplacempls.com,,60,,,n/a,n/a,,1.5,0.10,260,1.0,independent,,Diane Moua / Diane's Place LLC,Diane Moua,,,612-555-0117,Northeast Minneapolis; chef Diane Moua; JBA Best New Restaurant 2025 nominee; Hmong-French fusion,60 seats est; Hannah Is Eating Substack new restaurant list 2025; 117 14th Ave NE
CHS Field St. Paul,Venue,"360 Broadway St, St. Paul, MN 55101",https://www.chsfield.com,,,,7210,n/a,n/a,,,0.10,65,1.0,,,St. Paul Saints / Minor League Baseball,St. Paul Saints LLC,,,651-644-6659,downtown St. Paul Lowertown; AAA baseball stadium; InterContinental 0.7 miles,"7,210 capacity CHS Field; AAA MLB affiliate; seasonal ballpark near InterContinental"
Ordway Center for the Performing Arts,Venue,"345 Washington St, St. Paul, MN 55102",https://www.ordway.org,,,,1900,n/a,n/a,,,0.15,150,1.10,,,Ordway Center,Ordway Music Theatre Foundation,,,651-224-4222,"downtown St. Paul Rice Park; 1,900-seat performing arts center; symphony + Broadway","1,900 seats est; Ordway Center website; near Saint Paul Hotel and InterContinental"
M Health Fairview Masonic Childrens Hospital,Hospital,"2450 Riverside Ave, Minneapolis, MN 55454",https://www.mhealthfairview.org,,,212,,n/a,5,,,0.10,365,1.0,,,M Health Fairview,University of Minnesota / Fairview Health,,,612-672-6300,U of MN medical campus; pediatric specialty; 212 beds; shares campus with main UMMC,212 beds Wikipedia list of MN hospitals; same campus as main UMMC; M Health Fairview
"Omni Viking Lakes Hotel","Hotel","2655 Vikings Circle, Eagan, MN 55121","https://www.omnihotels.com/hotels/minneapolis-viking-lakes","215","","","","n/a","35","0.60","","0.35","365","1.10","","","Omni Hotels & Resorts","Minnesota Vikings / Omni Hotels","","","952-241-6800","Eagan; Vikings HQ facility hotel; event-heavy NFL campus; peak_mod 1.10","215 rooms TripAdvisor listing; Omni brand; Vikings team hotel facility; suburban Eagan"
"Element Minneapolis Downtown","Hotel","222 S 3rd St, Minneapolis, MN 55401","https://www.marriott.com/en-us/hotels/mspel-element-minneapolis-downtown/overview/","162","","","","n/a","n/a","0.55","","0.30","365","1.0","","","Marriott Hotels & Resorts","Marriott International","","","612-333-2000","downtown extended-stay eco-brand; near US Bank Stadium; select-service","162 rooms est; Element brand Marriott; TripAdvisor listing downtown"
"Courtyard by Marriott Minneapolis Downtown","Hotel","1500 S Washington Ave, Minneapolis, MN 55454","https://www.marriott.com/en-us/hotels/mspcy-courtyard-minneapolis-downtown/overview/","153","","","","n/a","n/a","0.55","","0.30","365","1.0","","","Marriott Hotels & Resorts","Marriott International","","","612-333-4646","near U of MN / Dinkytown; select-service; limited valet profile","153 rooms est; Courtyard brand Marriott; TripAdvisor listing"
"Rosewood Minneapolis (Monarch)","Restaurant","301 Marquette Ave, Minneapolis, MN 55402","https://www.rosewoodrestaurant.com","","180","","","n/a","n/a","","1.75","0.10","365","1.0","independent","","Independent Restaurant Group","Independent","","","612-333-0111","downtown Nicollet area; upscale casual American; business lunch + dinner","180 seats est; independent downtown restaurant; 301 Marquette area"
"Oceanaire Seafood Room Minneapolis","Restaurant","1300 Nicollet Mall, Minneapolis, MN 55403","https://theoceanaire.com/locations/minneapolis/","","220","","","n/a","18","","1.5","0.125","365","1.0","towne_park","","Landry's Inc.","Landry's Inc.","","","612-333-2277","downtown Hyatt Regency Nicollet Mall; upscale seafood; Landry's-operated; valet via Hyatt","220 seats est; Landry's parent; Hyatt Regency lobby connection; Towne Park via Hyatt"
"Cosmos Restaurant at Graves 601","Restaurant","601 1st Ave N, Minneapolis, MN 55403","https://www.graves601hotel.com","","120","","","n/a","n/a","","1.5","0.10","365","1.0","independent","","Graves Hospitality","Graves Hospitality","","","612-677-1100","North Loop Graves Hotel property; upscale American; hotel restaurant","120 seats est; Graves 601 Hotel property restaurant; North Loop"
"Burch Steak and Pizza Bar","Restaurant","1933 Colfax Ave S, Minneapolis, MN 55403","https://burchrestaurant.com","","150","","","n/a","n/a","","1.5","0.10","310","1.0","independent","","Corner Table Group","Corner Table Restaurant Group","","","612-843-0893","Uptown Colfax; steak + pizza upscale casual; Corner Table Group","150 seats est; Corner Table Group owner; 1933 Colfax Ave S Uptown"
