name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
UNC Rex Healthcare,Hospital,"4420 Lake Boone Trl, Raleigh, NC 27607",https://www.rexhealth.com/rh/,,,609,,10,,,,0.05,365,1.0,,sp_plus,UNC Health Rex,UNC Health System,,,(919) 784-3100,west Raleigh near I-440; 609 total staffed beds; major regional hospital; high visitor/patient parking,ahd.com confirms 609 total staffed beds; visitraleigh.com address 4420 Lake Boone Trail
Duke Raleigh Hospital,Hospital,"3400 Wake Forest Rd, Raleigh, NC 27609",https://www.dukehealth.org/hospitals/duke-raleigh-hospital,,,204,,10,,,,0.05,365,1.0,,,Duke Health,Duke University Health System,,,(919) 954-3000,north Raleigh Wake Forest Rd; 204 inpatient beds; cancer/cardiovascular/neuroscience; visitor valet demand,dukehealth.org corporate confirms 204 inpatient beds; 397299 outpatient visits FY2023; address confirmed
Duke University Hospital,Hospital,"2301 Erwin Rd, Durham, NC 27705",https://www.dukehealth.org/hospitals/duke-university-hospital,,,924,,10,,,,0.05,365,1.0,,,Duke Health,Duke University Health System,,,(919) 684-8111,Durham Duke campus; 924 licensed beds; top-ranked tertiary/quaternary care; massive visitor parking demand,Duke Medicine + Western Specialty Contractors case study confirms 924 beds; dukehealth.org address confirmed
Duke Regional Hospital,Hospital,"3643 N Roxboro St, Durham, NC 27704",https://www.dukehealth.org/hospitals/duke-regional-hospital,,,388,,10,,,,0.05,365,1.0,,,Duke Health,Duke University Health System,,,,Durham north; 388 inpatient beds; comprehensive medical/surgical; orthopedics + women's services,dukehealth.org corporate hospitals page confirms 388 beds; Duke Medicine locations confirms address
Pavilion at the Angus Barn,Venue,"9401 Glenwood Ave, Raleigh, NC 27617",https://www.angusbarn.com,,,,400,,,,,0.05,100,1.0,,,Van Eure (family independent),Angus Barn Ltd,,,(919) 987-1264,near RDU; private event venue adjacent to Angus Barn; lakeside setting; weddings + corporate events; 400 guests,angusbarn.com confirms Pavilion capacity 400; Jordan Diard events contact; op_days ~100 event bookings/year
Tupelo Honey Raleigh,Restaurant,"1 Glenwood Ave, Raleigh, NC 27603",https://www.tupelohoneycafe.com,,200,,,,,,1.75,0.1,365,1.0,,,Tupelo Honey Hospitality,Tupelo Honey Hospitality,,,,Glenwood South entry point; Southern upscale casual; brunch + dinner; national brand; strong weekend traffic,Raleigh dining guides confirm Glenwood Ave/South location; default 200 seats upscale casual; 365 daily; Tupelo Honey Hospitality group
Barcelona Wine Bar Raleigh,Restaurant,"323 Glenwood Ave, Raleigh, NC 27603",https://barcelonawinebar.com,,150,,,,,,1.75,0.1,365,1.0,,,Xtraordinary Restaurant Group,Xtraordinary Restaurant Group,,,,Glenwood South; Spanish tapas + wine; national brand; evening-focused; strong weekend demand,Raleigh dining guides + address confirmed Glenwood Ave; national chain; default 150 upscale casual; 365 daily
Jolie,Restaurant,"509 W North St, Raleigh, NC 27603",https://www.jolie-raleigh.com,,100,,,,,,1.5,0.125,260,1.0,,,Independent,Independent,,,,downtown Raleigh; French-inspired chef-driven; intimate; acclaimed alongside Crawford & Son; dinner Tue-Sat,Raleigh food guides confirm W North St; default 100 seats chef-driven; ~260 op_days Tue-Sat dinner
Coquette Brasserie,Restaurant,"4351 The Circle at N Hills St, Raleigh, NC 27609",https://www.coquetteraleigh.com,,120,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,(919) 786-0001,North Hills; French brasserie; upscale casual; near Renaissance and AC Hotel North Hills corridor,North Hills dining district; default 120 upscale casual cookbook; 365 daily operations; visitraleigh.com area
Sassool,Restaurant,"2002 Clark Ave, Raleigh, NC 27605",https://www.sassool.com,,100,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,(919) 832-2200,Five Points area; Lebanese Mediterranean upscale casual; lunch + dinner daily; long-established local institution,visitraleigh.com + reviews confirm 2002 Clark Ave; daily operations = 365 op_days; default 100 seats
Buku,Restaurant,"110 E Davie St, Raleigh, NC 27601",https://www.buku-raleigh.com,,150,,,,,,1.75,0.1,260,1.0,,,Independent,Independent,,,(919) 834-6963,downtown Raleigh Depot District; global street food; upscale casual; trendy event space; private dining rooms,visitraleigh.com 110 E Davie St; upscale casual; default 150 seats; dinner Tue-Sat ~260 op_days
Oku Raleigh,Restaurant,"6520 Glenwood Ave Ste 115, Raleigh, NC 27612",https://okusushi.com,,60,,,,,,1.5,0.125,313,1.0,,,Independent,Independent,,,(919) 787-0540,North Raleigh Crabtree area; upscale omakase sushi + sake bar; intimate fine dining; reservations-focused,visitraleigh.com + dining guides confirm Glenwood Ave address; default 60 seats omakase/chef table format; ~313 op_days
M Tempura,Restaurant,"111 Orange St, Durham, NC 27701",https://m-restaurants.com,,60,,,,,,1.5,0.125,260,1.0,,,M Restaurants Group,M Restaurants Group,,,,downtown Durham American Tobacco corridor; Japanese tempura omakase; sister to M Sushi Durham; Tue-Sat,m-restaurants.com confirms 111 Orange St Durham; part of M Restaurants Group cluster; default 60 seats
WakeMed Cary Hospital,Hospital,"1900 Kildaire Farm Rd, Cary, NC 27518",https://www.wakemed.org/location/cary-hospital,,,208,,10,,,,0.05,365,1.0,,,WakeMed Health & Hospitals,WakeMed Health & Hospitals,,,,Cary; 208 licensed beds; WakeMed system; significant visitor/patient parking demand in Cary corridor,wakemed.org by-the-numbers FY2024 confirms 208 licensed beds Cary Hospital; address from WakeMed site
NC Museum of Art Amphitheatre,Venue,"2110 Blue Ridge Rd, Raleigh, NC 27607",https://ncartmuseum.org,,,,6000,,,,,0.05,30,1.1,,,NC Department of Natural and Cultural Resources,State of North Carolina,,,,west Raleigh; outdoor amphitheatre on museum campus; Museum Park concerts and events; summer season,NC Art Museum campus 2110 Blue Ridge Rd; outdoor amphitheatre ~6000 capacity; seasonal summer events program; op_days ~30
