name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Ocean Sky Hotel & Resort,Hotel,"4060 Galt Ocean Dr, Fort Lauderdale, FL 33308",https://www.oceanskyfll.com/,118,,,, n/a,40,0.60,,0.30,365,1.05,,independent,Independent,Independent,,,+1 954-565-6611,North Beach boutique resort; valet confirmed; Galt Ocean Mile corridor,tripadvisor top valet hotels list; rooms est 118; valet $40/night estimate
Lago Mar Beach Resort & Club,Hotel,"1700 S Ocean Lane, Fort Lauderdale, FL 33316",https://www.lagomar.com/,204,,,,n/a,40,0.65,,0.40,365,1.10,,independent,Independent,Independent,,,+1 954-523-6511,private family-owned beachfront resort; Fort Lauderdale Beach enclave; valet available,lagomar.com; family-owned boutique resort; rooms est 204; valet ~$40 estimate; peak_mod 1.10
Hotel Maren Fort Lauderdale Beach,Hotel,"551 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://www.marriott.com/en-us/hotels/flltx-hotel-maren-fort-lauderdale-beach-autograph-collection/overview/,182,,,,,45,0.65,,0.40,365,1.10,,,Marriott International,,,,+1 954-414-5200,Autograph Collection lifestyle hotel beachfront; adults-preferred; valet available,marriott.com listing; rooms est 182; valet ~$45 estimate; peak_mod 1.10 beachfront
Tru by Hilton Fort Lauderdale Downtown,Hotel,"220 SW 2nd St, Fort Lauderdale, FL 33301",https://www.hilton.com/en/hotels/,125,,,,n/a,n/a,0.55,,0.25,365,1.00,,,Hilton Hotels & Resorts,,,,+1 954-289-5700,downtown Fort Lauderdale select-service; limited valet; street/garage parking,tripadvisor listing; rooms est 125; select-service default
Hyatt Place Fort Lauderdale 17th Street,Hotel,"1851 SE 10th Ave, Fort Lauderdale, FL 33316",https://www.hyatt.com/hyatt-place/en-US/,126,,,,n/a,n/a,0.55,,0.25,365,1.00,,,Hyatt Hotels Corporation,,,,+1 954-522-8080,17th St corridor near convention center; select-service,travelweekly 126 rooms; convention center proximity; select-service default
Port Everglades Cruise Terminal,Venue,"1850 Eller Dr, Fort Lauderdale, FL 33316",https://www.porteverglades.net/,,,,2000000,,n/a,,,,300,1.10,laz,laz,laz,Broward County (Port Everglades),Broward County,,+1 954-523-3404,busiest cruise port in world; 4M+ passengers annually; high valet demand cruise days; multi-terminal,porteverglades.net; op_days est 300 cruise embarkation days; capacity in sq ft terminal space
Sawgrass Mills Mall,Venue,"12801 W Sunrise Blvd, Sunrise, FL 33323",https://www.sawgrassmillsmall.com/,,,,2.4M,,n/a,,,,300,1.05,,sp_plus,sp_plus,Simon Property Group,Simon Property Group,,+1 954-846-2350,2nd largest outlet mall USA; high foot traffic; limited valet but garage parking; Sunrise,sawgrassmillsmall.com; Simon Property Group; op_days est 300; garage parking SP+
Pompano Beach Amphitheater,Venue,"1806 NE 6th St, Pompano Beach, FL 33060",https://www.pompanobeachamphitheater.com/,,,,5000,,n/a,,,,50,1.05,,independent,independent,City of Pompano Beach,City of Pompano Beach,,+1 954-785-1210,outdoor amphitheater; concert venue; 5000 capacity; seasonal use,city of Pompano Beach; capacity est 5000; op_days est 50 events/year
Amaturo Theater (Broward Center),Venue,"201 SW 5th Ave, Fort Lauderdale, FL 33312",https://www.browardcenter.org/,,,,590,,n/a,,,,200,1.05,laz,laz,laz,Broward Center (PACA),Broward County,,+1 954-462-0222,590-seat theater within Broward Center complex; shared parking with Auer Hall,wikipedia 584-590 seats; browardcenter.org; shared parking and valet with main venue
BB&T Ballpark / FLA Live Arena (legacy),Venue,"1 Panther Pkwy, Sunrise, FL 33323",https://www.amerantbankarena.com/,,,,5000,,n/a,,,,30,1.00,laz,laz,laz,Sunrise Sports & Entertainment,Sunrise Sports & Entertainment,,+1 954-835-7000,multi-use arena flex configuration; 3000-seat theater mode; shared Amerant Bank Arena site,amerantbankarena.com theater config ~3000 seats; op_days counted within Amerant main
Diplomat Country Club,Venue,"501 Diplomat Pkwy, Hallandale Beach, FL 33009",https://www.diplomatcountryclub.com/,,,,500,,n/a,n/a,,,150,1.05,independent,independent,Independent,Independent,,,+1 954-457-2090,golf and events venue; country club events 500 cap; adjacent to Diplomat Resort,diplomatcountryclub.com; event space est 500 cap; op_days est 150
Signature Grand,Venue,"6900 State Rd 84, Davie, FL 33317",https://www.signaturegrand.com/,,,,1200,,n/a,n/a,,,200,1.05,independent,independent,Signature Grand,Signature Grand,,,+1 954-584-2000,banquet and events center; 1200 capacity; Davie/Plantation corridor; strong wedding/corporate market,signaturegrand.com; capacity est 1200; op_days est 200 events
Holocaust Documentation & Education Center (Museum),Venue,"303 N Federal Hwy, Dania Beach, FL 33004",https://www.hdec.org/,,,,500,,n/a,n/a,,,150,1.00,independent,independent,Non-profit,Non-profit,,,+1 954-929-5690,cultural venue near Fort Lauderdale airport; event space; limited valet demand,hdec.org; est 500 event capacity; op_days est 150 programs/events
Sunrise Civic Center Theater,Venue,"10610 W Oakland Park Blvd, Sunrise, FL 33351",https://www.sunrisefl.gov/,,,,2400,,n/a,n/a,,,100,1.00,independent,independent,City of Sunrise,City of Sunrise,,,+1 954-747-4646,municipal theater; 2400 seats; suburban Sunrise arts venue; limited valet demand,city of sunrise; capacity est 2400; op_days est 100 events
Nova Southeastern University Arena,Venue,"3301 College Ave, Davie, FL 33314",https://www.nova.edu,,,,3000,,n/a,n/a,,,80,1.00,independent,independent,Nova Southeastern University,Nova Southeastern University,,,+1 954-262-7300,university arena Davie; 3000 cap; NCAA events + graduations; limited but real valet demand,nova.edu; capacity est 3000; op_days est 80 events and games
Memorial Regional Hospital South,Hospital,"3600 Washington St, Hollywood, FL 33021",https://www.mhs.net/locations/memorial-south,,,120,,n/a,n/a,,,,365,1.00,,independent,Memorial Healthcare System,Broward County,,,+1 954-966-4500,rehabilitation-focused community hospital; 120 beds approx; Hollywood adjacent,mhs.net website; 120 beds estimated community hospital; near Memorial Regional flagship
Broward Health North,Hospital,"201 E Sample Rd, Deerfield Beach, FL 33064",https://www.browardhealth.org/locations/broward-health-north,,,409,,n/a,n/a,,,,365,1.00,,independent,Broward Health,Broward Health,,,+1 954-941-8300,north Broward system hospital; 409 beds; Deerfield Beach corridor,browardhealth.org; beds est 409; north Broward reach
Northwest Medical Center (HCA),Hospital,"2801 N State Rd 7, Margate, FL 33063",https://www.northwestmedicalcenter.com/,,,295,,n/a,n/a,,,,365,1.00,towne_park,,HCA Healthcare,HCA Healthcare,,,+1 954-974-0400,HCA system hospital; Margate/northwest Broward; 295 beds; valet via HCA standard,northwestmedicalcenter.com; beds est 295; HCA healthcare towne_park partnership common
Plantation General Hospital (HCA),Hospital,"401 NW 42nd Ave, Plantation, FL 33317",https://www.plantationgeneral.com/,,,264,,n/a,n/a,,,,365,1.00,towne_park,,HCA Healthcare,HCA Healthcare,,,+1 954-587-5010,HCA Plantation; 264 beds; suburban corridor; standard HCA valet program,plantationgeneral.com; beds est 264; HCA healthcare; towne_park default HCA affiliate
Pier Sixty-Six Hotel & Marina,Hotel,"2301 SE 17th St, Fort Lauderdale, FL 33316",https://www.pier66.com/,325,,,,n/a,40,0.65,,0.40,365,1.05,,towne_park,Hyatt Hotels Corporation,Trinity Investments,,,+1 954-525-6666,iconic Fort Lauderdale 17th St landmark; marina adjacent; reopened 2024; full-service resort,pier66.com reopened 2024 under Hyatt; rooms est 325; valet expected $40+; towne_park likely given Hyatt affiliation
Auberge Beach Residences Fort Lauderdale,Hotel,"2200 N Ocean Blvd, Fort Lauderdale, FL 33305",https://www.aubergebeachresidences.com/,171,,,,n/a,55,0.65,,0.40,365,1.10,,towne_park,Auberge Resorts Collection,Rockpoint Group,,,+1 954-560-0200,luxury beachfront condo-hotel; Fort Lauderdale North Beach; Auberge branded,aubergebeachresidences.com; rooms est 171; valet $55 estimate; peak_mod 1.10 beachfront
Sheraton Fort Lauderdale Airport & Cruise Port,Hotel,"1825 Griffin Rd, Dania Beach, FL 33004",https://www.marriott.com/en-us/hotels/fllsi-sheraton-fort-lauderdale-airport-and-cruise-port/overview/,248,,,, 20,n/a,0.60,,0.30,365,1.00,,,Marriott International,,,,+1 954-920-3500,airport/cruise port hotel; 248 rooms; self-park $20; high transient cruise embark demand,marriott.com; rooms est 248; self-park $20; valet n/a; transient corridor
Fort Lauderdale Marriott Pompano Beach Resort & Spa,Hotel,"1201 N Ocean Blvd, Pompano Beach, FL 33062",https://www.marriott.com/en-us/hotels/fllpb-fort-lauderdale-marriott-pompano-beach-resort-and-spa/overview/,380,,,, 30,40,0.65,,0.40,365,1.10,towne_park,towne_park,Marriott International,White Lodging,,,+1 954-884-0900,beachfront resort Pompano Beach; Towne Park operator confirmed; 380 rooms; peak_mod 1.10,townepark.com confirms this property; Pompano Beach resort beachfront; valet $40 estimate; peak_mod 1.10
Bahia Cabana Beach Resort,Hotel,"3001 Harbor Dr, Fort Lauderdale, FL 33316",https://www.bahiacabana.com/,90,,,, n/a,30,0.60,,0.30,365,1.05,,independent,Independent,Independent,,,+1 954-524-1555,boutique 90-room Fort Lauderdale Beach area marina-adjacent resort; valet available,bahiacabana.com; rooms est 90; valet $30 est; boutique select default
SpringHill Suites Fort Lauderdale Airport,Hotel,"175 SW 18th Ave, Fort Lauderdale, FL 33312",https://www.marriott.com/en-us/hotels/fllfl-springhill-suites-fort-lauderdale-airport/overview/,162,,,, n/a,n/a,0.55,,0.25,365,1.00,,,Marriott International,,,,+1 954-587-4400,airport corridor select-service extended stay; limited valet demand,marriott.com; rooms est 162; no valet; select-service default
Staybridge Suites Fort Lauderdale Airport,Hotel,"1851 SW 31st Ave, Fort Lauderdale, FL 33317",https://www.ihg.com/staybridge/hotels/us/en/fort-lauderdale/fllap/hoteldetail,93,,,, n/a,n/a,0.55,,0.20,365,1.00,,,IHG Hotels & Resorts,,,,+1 954-316-7400,airport extended-stay; 93 suites; select-service; negligible valet demand,ihg.com; rooms est 93; no valet; select-service default; airport corridor
Wyndham Deerfield Beach Resort,Hotel,"2096 NE 2nd St, Deerfield Beach, FL 33441",https://www.wyndhamhotels.com/,150,,,, n/a,20,0.60,,0.30,365,1.05,,independent,Wyndham Hotels & Resorts,Independent,,,+1 954-427-7700,Deerfield Beach north Broward beachfront; valet available; moderate demand,wyndhamhotels.com; rooms est 150; valet $20 est; Deerfield north reach
Lago Mar Residence,Hotel,"1700 S Ocean Lane, Fort Lauderdale, FL 33316",https://www.lagomar.com/,100,,,, n/a,35,0.65,,0.35,365,1.10,,independent,Independent,Independent,,,+1 954-523-6511,private oceanfront club section; adjoining Lago Mar; high net-worth clientele; valet-enabled,lagomar.com; rooms est 100 residence wing; valet shared with main resort; peak_mod 1.10
Rooftop Lounge at Dalmar,Restaurant,"299 N Federal Highway, Fort Lauderdale, FL 33301",https://www.thedalmar.com/guest-guide,,200,,,n/a,20,,1.5,0.10,365,1.05,,independent,Wurzak Hotel Group,Wurzak Hotel Group,,,+1 954-945-9500,rooftop bar/restaurant at Dalmar; premium downtown views; uses hotel valet; nightlife,thedalmar.com; rooftop bar est 200 cap; uses hotel valet $40; downtown FTL
The Rustic Inn Crabhouse,Restaurant,"4331 Ravenswood Rd, Fort Lauderdale, FL 33312",https://www.rusticinn.com/,,250,,,n/a,15,,1.5,0.10,365,1.05,,independent,Independent,Independent,,,+1 954-584-1637,Fort Lauderdale institution waterfront crab house; large lot self-park; valet available per reviews,rusticinn.com; seats est 250; waterfront iconic local venue; limited but confirmed valet
Canyon Restaurant Fort Lauderdale,Restaurant,"620 S Federal Hwy, Fort Lauderdale, FL 33301",https://www.canyonfl.com/,,100,,,n/a,15,,1.5,0.125,365,1.05,,independent,SFL Hospitality Group,SFL Hospitality Group,,,+1 954-765-1950,Southwestern cuisine Fort Lauderdale; co-located with Val+tino SFL Hospitality; valet available,canyonfl.com; 620 S Federal; seats est 100; valet available shared parking
Foxy Brown Fort Lauderdale,Restaurant,"536 NE 3rd Ave, Fort Lauderdale, FL 33301",https://www.foxybrownftl.com/,,150,,,n/a,n/a,,1.75,0.10,365,1.05,,independent,Independent,Independent,,,+1 954-530-0440,upscale-casual Fort Lauderdale downtown bar + dining; Flagler Village / arts district,foxybrownftl.com; seats est 150; upscale casual; limited valet but notable venue
Tarpon Bend Food & Tackle,Restaurant,"200 SW 2nd St, Fort Lauderdale, FL 33301",https://www.tarponbend.com/,,150,,,n/a,15,,1.75,0.10,365,1.05,,independent,Independent,Independent,,,+1 954-523-3233,downtown Fort Lauderdale waterfront; casual upscale; valet or street parking nearby,tarponbend.com; seats est 150; waterfront downtown; limited valet
Himmarshee Bar & Grille,Restaurant,"210 SW 2nd St, Fort Lauderdale, FL 33301",https://www.himmarshee.com/,,200,,,n/a,15,,1.75,0.10,365,1.05,,independent,Independent,Independent,,,+1 954-524-1818,Riverwalk entertainment district; upscale bar + dining; near performing arts venues; valet nearby,himmarshee.com; seats est 200; Riverwalk district; limited direct valet
Kimpton Shorebreak Fort Lauderdale,Hotel,"321 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://www.kimptonshorebreakrefort.com/,163,,,,,40,0.65,,0.45,365,1.10,,independent,IHG Hotels & Resorts,IHG Hotels & Resorts,,,+1 954-414-7000,boutique lifestyle hotel beachfront A1A; Kimpton brand; valet available; lifestyle brand high valet_conv,kimptonshorebreakrefort.com; rooms est 163; valet $40 estimate; IHG/Kimpton; peak_mod 1.10
The Pelican Hotel Hollywood,Hotel,"3939 S Ocean Dr, Hollywood, FL 33019",https://www.pelicanhotelholly.com/,54,,,,,30,0.65,,0.35,365,1.10,,independent,Independent,Independent,,,+1 954-920-5500,boutique beachfront Hollywood; 54 rooms; valet available; coastal lifestyle,tripadvisor listing; rooms est 54; valet $30 estimate; peak_mod 1.10 Hollywood beach
Casa Casuarina Museum and Hotel,Hotel,"1116 Ocean Dr, Miami Beach, FL 33139",https://www.villa-casuarina.com/,10,,,,,n/a,0.70,,0.45,365,1.10,,independent,VM Events Group,VM Events Group,,,+1 305-672-6604,Versace mansion events venue; boutique ultra-luxury; just south of Broward market boundary; high-value events,villa-casuarina.com; 10 rooms ultra-luxury; near southern market edge; events-focused property
Bahia Mar Marina & Events,Venue,"801 Seabreeze Blvd, Fort Lauderdale, FL 33316",https://www.bahiamarfortlauderdale.com/,,,,5000,,n/a,,,,40,1.10,,usa_parking,usa_parking,Hilton Hotels & Resorts,Carey Watermark Investors,,+1 954-764-2233,marina event venue adjacent to Bahia Mar DoubleTree; Fort Lauderdale International Boat Show base; valet shared,bahiamar.com; Fort Lauderdale Boat Show anchor; est 5000 event cap; op_days est 40 major marine events
WPT Industrial REIT (Pineapple Grille),Restaurant,"321 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://www.pineapplegrillftl.com/,,150,,,n/a,n/a,,1.5,0.125,365,1.10,,independent,Independent,Independent,,,+1 954-566-3631,casual upscale beachfront A1A; valet shared with nearby hotels; coastal seasonal demand,pineapplegrillftl.com; seats est 150; beachfront A1A area; peak_mod 1.10
